_id,name,property_type,room_type,bed_type,bedrooms,market,country
21430389,1 BEDROOM APARTMENT @ SAI YING PUN & SAI WAN AREA,Apartment,Entire home/apt,Real Bed,1,Hong Kong,Hong Kong
21440587,Columbus Circle Studio,Apartment,Entire home/apt,Real Bed,0,New York,United States
21441057,"700sqmSpacious cozy artist home, 5min fr. central!",Apartment,Entire home/apt,Real Bed,0,Hong Kong,Hong Kong
21451259,Close to park and sea: Light and airy family apt,Apartment,Entire home/apt,Real Bed,2,Sydney,Australia
21493665,#5 ECONOMIC 5 PAX FLAT,Apartment,Entire home/apt,Real Bed,2,Istanbul,Turkey
21497042,"FANTASTIC APARTMENTS, LUX RESIDENCE",Apartment,Entire home/apt,Real Bed,1,Istanbul,Turkey
21501614,Wonderful Color blends Studio Square Victoria!,Serviced apartment,Entire home/apt,Real Bed,0,Montreal,Canada
21507285,PROS - Family Heaven in the Heart of Manly,House,Entire home/apt,Real Bed,4,Sydney,Australia
21511027,"Chaleureux, au cœur du plateau",Townhouse,Private room,Real Bed,1,Montreal,Canada
21514017,Viriato III by PCALE,Apartment,Entire home/apt,Real Bed,1,Porto,Portugal
2151479,Newly renovated house,Apartment,Entire home/apt,Real Bed,1,New York,United States
21519013,"Gorgeous Garden Retreat in trendy, quaint Kaimuki",House,Entire home/apt,Real Bed,4,Oahu,United States
21522442,Art Gallery Apartment 2B,Apartment,Entire home/apt,Real Bed,2,Barcelona,Spain
21523368,Cedofeita,Apartment,Entire home/apt,Real Bed,1,Porto,Portugal
2152426,1405 - LUXURY BEACH TERRACE APARTME,Apartment,Entire home/apt,Real Bed,4,Barcelona,Spain
21526172,Ultra Comfy Flat & Perfect Location,Apartment,Entire home/apt,Real Bed,1,Istanbul,Turkey
21526718,Appartement coeur de porto,Apartment,Entire home/apt,Real Bed,1,Porto,Portugal
21530399,Mr Collins master bedroom,House,Private room,Real Bed,1,Sydney,Australia
21531457,Quiet Terrace on the City Fringe,Townhouse,Entire home/apt,Real Bed,2,Sydney,Australia
2153435,The best Williamsburg has to offer!,Apartment,Entire home/apt,Real Bed,1,New York,United States
21536635,Charming apartment facing Laurier park,Apartment,Entire home/apt,Real Bed,1,Montreal,Canada
21537425,Close to Ortakoy Square and Public Transportation,Apartment,Private room,Real Bed,1,Istanbul,Turkey
21541451,"Sleeps 4, One Block from Waikiki Beach",Condominium,Entire home/apt,Real Bed,0,Oahu,United States
21544362,Cozy studio in the heart of HONG KONG Double bed B,Apartment,Entire home/apt,Real Bed,1,Hong Kong,Hong Kong
21544538,Inside Porto Apartments-Mouzinho,Apartment,Entire home/apt,Real Bed,0,Porto,Portugal
2155733,Came and be happy in Copacabana!!!,Apartment,Entire home/apt,Real Bed,1,Rio De Janeiro,Brazil
21563508,Stylish 1 bed flat with balcony in Montjüic,Apartment,Entire home/apt,Real Bed,1,Barcelona,Spain
21568012,"$29 per night, near city,free wifi, own room,WOW!!",Townhouse,Private room,Real Bed,1,Sydney,Australia
21571388,Newly renovated apartment in heart of Wan Chai,Apartment,Entire home/apt,Real Bed,2,Hong Kong,Hong Kong
2157376,Comfortable modern room,Apartment,Private room,Real Bed,1,Rio De Janeiro,Brazil
21583253,2 Bedroom 'In Law' style home,Guest suite,Entire home/apt,Real Bed,2,Sydney,Australia
21583732,Spacious Room close to the Station and Sydney CBD,Apartment,Private room,Real Bed,1,Sydney,Australia
21584236,Suite 3-Costa Cabral Boutique Guest House@Porto,House,Private room,Real Bed,1,Porto,Portugal
21584327,Paradise Waits,Guesthouse,Entire home/apt,Real Bed,1,The Big Island,United States
21584362,Bright and spacious Sheung Wan apartment,Apartment,Entire home/apt,Real Bed,1,Hong Kong,Hong Kong
21588050,"Luxurious studio with garden views, Hong Kong",Serviced apartment,Private room,Real Bed,1,Hong Kong,Hong Kong
2159898,East Village Studio,House,Entire home/apt,Real Bed,0,New York,United States
2160805,Hawaii Tiny House (Red),Guesthouse,Entire home/apt,Real Bed,0,The Big Island,United States
21612701,Bondi beach at your doorstep.,Apartment,Entire home/apt,Real Bed,0,Sydney,Australia
21612973,Double Room In Shared Designer Apartment,Apartment,Private room,Real Bed,1,Sydney,Australia
2161352,"尖沙咀的1房1厅,住3人,有厨房月租14000起",Apartment,Private room,Real Bed,1,Hong Kong,Hong Kong
21619355,"Near Tai O,Airport,Big Buddha,Disney, beach.Nature",House,Entire home/apt,Real Bed,2,Hong Kong,Hong Kong
2161945,Sand Sun Surf w Parking. City 9km,House,Entire home/apt,Real Bed,4,Sydney,Australia
21624000,The Bohemian Nest | Santo Ildefonso | Bedroom#2,Apartment,Private room,Real Bed,1,Porto,Portugal
21625832,The deck house @ Clareville Beach,House,Entire home/apt,Real Bed,5,Sydney,Australia
21631729,cosy home over golden Horn waters,Apartment,Private room,Real Bed,2,Istanbul,Turkey
2163225,Ipanema P10 - R$ 800/3 noites ou R$ 3.750/mês,Apartment,Entire home/apt,Real Bed,0,Rio De Janeiro,Brazil
21632846,"Elegant, comfortable and clean private studio舒适的保证",Condominium,Entire home/apt,Real Bed,1,New York,United States
21637487,BONDI BEACH HIDE AWAY ❤️,Apartment,Entire home/apt,Real Bed,1,Sydney,Australia
21641743,"Room 4, 3 mins to MTR",Guest suite,Private room,Real Bed,0,Hong Kong,Hong Kong
21641801,Vintage plantation house,Cottage,Entire home/apt,Real Bed,2,Oahu,United States
21648743,城堡山民宿2,Villa,Private room,Real Bed,1,Sydney,Australia
21648821,"Luxury Living! Sleeps 8, 2 Car Spots, Close to CBD",Apartment,Entire home/apt,Real Bed,3,Sydney,Australia
21652885,Barcelona Apartment Sarrià Pedralbes,Apartment,Entire home/apt,Real Bed,3,Barcelona,Spain
21654414,Boutique Room in Taksim 5 Free wi_fi,Hotel,Private room,Real Bed,1,Istanbul,Turkey
21662064,THE DOURO WINDOW,Loft,Entire home/apt,Real Bed,1,Porto,Portugal
21664003,APPARTEMENT MODERNE,Guesthouse,Private room,Real Bed,2,Montreal,Canada
21669322,Comfortable & Bright Studio in the East Village,Apartment,Entire home/apt,Real Bed,0,New York,United States
21670822,GoodStay - Mouzinho,Apartment,Entire home/apt,Real Bed,0,Porto,Portugal
21672349,A Bright Brooklyn Apartment With A Private Balcony,Apartment,Entire home/apt,Real Bed,1,New York,United States
21675318,( ͡° ͜ʖ ͡°) Baaasic Spaaace (ฅ´ω`ฅ),Apartment,Shared room,Real Bed,1,Hong Kong,Hong Kong
216766,Heart of Lahaina ~ Beautiful Aina Nalu C14 -,Condominium,Entire home/apt,Real Bed,2,Maui,United States
21680190,Fashion & Sleek 1BR Relocation & Business!,Serviced apartment,Entire home/apt,Real Bed,1,Montreal,Canada
21684913,OVERLOOKING BEACH 2 BED WIFI PARKING,House,Entire home/apt,Real Bed,2,Sydney,Australia
21686404,3 bedrooms apartment,House,Entire home/apt,Real Bed,3,Hong Kong,Hong Kong
21686582,Centrally located room in Besiktas,Condominium,Private room,Real Bed,1,Istanbul,Turkey
21702142,BEAUTIFUL*Partial Ocean View by TOP Swimming Beach,Apartment,Entire home/apt,Real Bed,1,Maui,United States
21702934,Modern Kailua Getaway with Private Access to Beach,Guest suite,Entire home/apt,Real Bed,0,Oahu,United States
21704747,Greatly located two people bedroom in mosman,Apartment,Private room,Real Bed,1,Sydney,Australia
21711468,Casa Amarela - The Garden,Apartment,Entire home/apt,Real Bed,2,Porto,Portugal
21716100,Curl Curl Getaway | Pool & Spacious 4 BR House,House,Entire home/apt,Real Bed,4,Sydney,Australia
21739859,House for Friends in Porto Downtown - Bedroom 4,House,Private room,Real Bed,1,Porto,Portugal
21746886,Villa Porto - New!,House,Entire home/apt,Real Bed,3,Porto,Portugal
21761990,Guest House 4U - Povoa : beach and  Family 8 PAX,Apartment,Entire home/apt,Real Bed,3,Porto,Portugal
21762139,Liiiving in Porto | Santa Catarina Luxury Apt. I,Apartment,Entire home/apt,Real Bed,4,Porto,Portugal
21768317,@@@ Luxury queen room with private bathroom @Jess',House,Private room,Real Bed,1,Sydney,Australia
21786064,Chambre à proximité du métro Parc,Apartment,Private room,Real Bed,1,Montreal,Canada
21795489,Apartamento ao Sol JORVAJOR,Apartment,Entire home/apt,Real Bed,2,Porto,Portugal
21796094,Trendy & Vogue 2BR near Palais de Congres!,Serviced apartment,Entire home/apt,Real Bed,2,Montreal,Canada
21807569,Moderno Apartamento com Vista,Apartment,Entire home/apt,Real Bed,2,Porto,Portugal
21815026,Fully furnished 2 bedroom apartment waterloo,Apartment,Entire home/apt,Real Bed,2,Sydney,Australia
21816095,Taksim& 25% discount per week& Cosy Room,Apartment,Private room,Real Bed,1,Istanbul,Turkey
218191,Books & Company . To relax and be happy .,Apartment,Private room,Pull-out Sofa,1,Porto,Portugal
21819120,The Green Room Mong Kok,Apartment,Private room,Real Bed,0,Hong Kong,Hong Kong
21822223,Nef04 de bir oda,Serviced apartment,Private room,Real Bed,1,Istanbul,Turkey
21832585,"標準1-3人房,2张床,有窗,独立卫浴 地鐵站上蓋,交通四通八達",Apartment,Private room,Real Bed,1,Hong Kong,Hong Kong
21836642,"CARNAVAL no Rio, Em Clima de Montanha, na Gávea!!",Apartment,Entire home/apt,Real Bed,2,Rio De Janeiro,Brazil
21842369,高级城景房,Boutique hotel,Private room,Real Bed,0,Hong Kong,Hong Kong
21842463,★BABU HOUSE★ Nova Suite Sleeps 4 ★Taksim★,Aparthotel,Private room,Real Bed,1,Istanbul,Turkey
21844107,Vocation House outside the city,House,Private room,Real Bed,4,Hong Kong,Hong Kong
21844137,HABITACIÓN DOBLE EN EL CENTRO MUY BIEN COMUNICADA,House,Private room,Real Bed,1,Barcelona,Spain
21848831,Villa Romantika Doppel Zimmer Afrika,Farm stay,Private room,Real Bed,1,Barcelona,Spain
21851474,Architecturally designed studio,Guesthouse,Entire home/apt,Real Bed,0,Sydney,Australia
21853819,"Spacious new flat by HEC, UdeM & JGH. WiFi & Park.",Apartment,Entire home/apt,Real Bed,2,Montreal,Canada
21865684,Le Bed & Cocktail: Discover Montreal like a local,Hostel,Shared room,Real Bed,1,Montreal,Canada
21865942,The Contemporain 1BR near Concordia!,Serviced apartment,Entire home/apt,Real Bed,1,Montreal,Canada
2187155,Feel at home,Apartment,Private room,Real Bed,1,Rio De Janeiro,Brazil
21871576,Prime location: abundant stores & transportation!,Townhouse,Entire home/apt,Real Bed,3,New York,United States
2187573,Lovely studio Copacabana next to beach and subway,Apartment,Entire home/apt,Real Bed,0,Rio De Janeiro,Brazil
2187610,Em pleno coração da cidade do Porto,Apartment,Entire home/apt,Real Bed,1,Porto,Portugal
21883829,Terraço,Apartment,Entire home/apt,Real Bed,4,Porto,Portugal
21884466,North Bondi Queen Bedroom Minutes From Bondi Beach,House,Private room,Real Bed,1,Sydney,Australia
21884991,Well Located Private Stylish Double Room,Apartment,Private room,Real Bed,1,Sydney,Australia
21893035,Tranquillità,Apartment,Entire home/apt,Real Bed,0,Hong Kong,Hong Kong
21895438,Loft Gio Rodrigues Studio by Porto City Hosts,Apartment,Entire home/apt,Real Bed,1,Porto,Portugal
21897602,Plateau Apartment - Ideal for Students,Apartment,Private room,Real Bed,1,Montreal,Canada
2190616,Atic with great views,Apartment,Entire home/apt,Real Bed,1,Barcelona,Spain
21920190,5star apt walk to Chatswood close to Sydney City,Apartment,Entire home/apt,Real Bed,2,Sydney,Australia
21929645,Good location Four Triple room One Quadruple room,Aparthotel,Private room,Real Bed,5,Istanbul,Turkey
21934202,Sunny and Spacious Bedroom w/ Private Bathroom,Apartment,Private room,Real Bed,1,New York,United States
21934440,Suitable and centric apartment at Milton Park,Apartment,Entire home/apt,Real Bed,1,Montreal,Canada
21936741,Short time rent,Townhouse,Shared room,Real Bed,1,Sydney,Australia
21939239,"Unit 5, 65A Fitzroy St, Surry Hills",Apartment,Entire home/apt,Real Bed,0,Sydney,Australia
21946009,Mid Century Modern Guesthouse with Pool and Views!,Guest suite,Entire home/apt,Real Bed,0,The Big Island,United States
21947380,Location appartement entier ou chambre,Apartment,Entire home/apt,Real Bed,2,Montreal,Canada
21954331,zan house,Apartment,Shared room,Real Bed,1,Istanbul,Turkey
21956266,Private Room in great spacious Mid Level's Apt,Apartment,Private room,Real Bed,1,Hong Kong,Hong Kong
21968496,方便舒適,Apartment,Private room,Real Bed,1,Hong Kong,Hong Kong
21970465,"YX5,5人四床房+旺角购物街+亚皆老街先达广场楼上+朗豪坊+女人街+电子街",Apartment,Private room,Real Bed,1,Hong Kong,Hong Kong
21971876,North Curl Curl Home with a View,House,Private room,Real Bed,1,Sydney,Australia
21974572,Soho Sanctuary with Rooftop Terrace,Apartment,Entire home/apt,Real Bed,1,Hong Kong,Hong Kong
21975808,WW - Central Causeway Bay~,Apartment,Private room,Real Bed,1,Hong Kong,Hong Kong
21976308,Beautiful and bright flat in Born Barcelona,Apartment,Entire home/apt,Real Bed,1,Barcelona,Spain
21977972,Smart 1BR in The Village by Sonder,Apartment,Entire home/apt,Real Bed,1,Montreal,Canada
21982406,White Apartment,Apartment,Entire home/apt,Real Bed,1,Porto,Portugal
21983555,LUXICO - Vaucluse Manor,House,Entire home/apt,Real Bed,5,Sydney,Australia
21986801,Light & cosy apartment in Sheung Wan,Apartment,Entire home/apt,Real Bed,1,Hong Kong,Hong Kong
21987106,Cozy studio with balcony in kennedy town,Apartment,Entire home/apt,Real Bed,0,Hong Kong,Hong Kong
21988560,"Private Room w/ Lock - Close to Airport,City,Train",Apartment,Private room,Real Bed,1,Sydney,Australia
21989302,Ninho das Cegonhas,Apartment,Entire home/apt,Real Bed,1,Porto,Portugal
21992735,Barcelona centro - Barrio Gótico,Apartment,Private room,Real Bed,1,Barcelona,Spain
21992856,Big Bright Room in a Historic Surry Hills Pub,Hostel,Private room,Real Bed,1,Sydney,Australia
21998466,"MANHATTAN, HELL'S KITCHEN, CLEAN, COMFY, 6 GUESTS",Apartment,Entire home/apt,Real Bed,2,New York,United States
21999107,Camp Cove Tropical Retreat at Watsons Bay,Guest suite,Entire home/apt,Real Bed,1,Sydney,Australia
22005432,Beautiful Bondi Beachside Home,House,Entire home/apt,Real Bed,3,Sydney,Australia
22005538,CAMP NOU MUNNE 2-2 APARTMENT,Apartment,Entire home/apt,Real Bed,3,Barcelona,Spain
22006891,Douro view Apartment,Apartment,Entire home/apt,Real Bed,2,Porto,Portugal
22014353,Cozy Room and Friendly Host,Apartment,Private room,Real Bed,1,Istanbul,Turkey
22015226,Superhero Loft - The Johnny Depp Master Suite,Loft,Private room,Real Bed,1,Montreal,Canada
22020910,Bondi Beach Large Studio with Ocean Views,Apartment,Entire home/apt,Real Bed,0,Sydney,Australia
22042206,Spacious bright single bedroom,Apartment,Private room,Real Bed,1,Barcelona,Spain
22042558,"Cozy home at Futian,1min2Metro,near customs to HK",Apartment,Entire home/apt,Real Bed,0,Hong Kong,China
22058660,Apartamento Design VIP Praia da Barra - 3 quartos,Condominium,Entire home/apt,Real Bed,3,Rio De Janeiro,Brazil
22060712,Great Location! One Bedroom Apt. in LES,Apartment,Entire home/apt,Real Bed,1,New York,United States
2206311,Modern Studio in Midtown East,Apartment,Entire home/apt,Real Bed,0,New York,United States
22066860,Basement Loft in Plateau Mont-Royal,Loft,Entire home/apt,Real Bed,0,Montreal,Canada
22068048,"Tree Fern Garden Appt, Private, Peaceful, Roomy",Apartment,Entire home/apt,Real Bed,2,Sydney,Australia
22075258,Convenient & Comfortable,Apartment,Entire home/apt,Real Bed,1,Hong Kong,Hong Kong
22085738,4twoLoft at Great Location,Loft,Entire home/apt,Real Bed,1,Porto,Portugal
22094381,Plaza two bedroom apartment,Apartment,Entire home/apt,Real Bed,2,Barcelona,Spain
220946,Newly Reno’d Chic Quiet Exec 1BR,Condominium,Entire home/apt,Real Bed,1,New York,United States
2210041,"CENTRAL PARK, NYC APT",Apartment,Private room,Real Bed,1,New York,United States
22101558,26E Tanford 2 bedroom with 1 bathroom apartment,Condominium,Entire home/apt,Real Bed,2,Hong Kong,Hong Kong
22105082,Large 4 Bed house near Blue Mountains and Sydney,House,Entire home/apt,Real Bed,4,Sydney,Australia
22108306,MACON MEMORIES..** WINTER SPECIAL***,Townhouse,Entire home/apt,Real Bed,1,New York,United States
22108888,Coastal renovated family home in Vaucluse,House,Entire home/apt,Real Bed,3,Sydney,Australia
22123688,Bungan Beach House,Villa,Entire home/apt,Real Bed,4,Sydney,Australia
22124796,Exquisitely Elegant Sydney Apartment,Serviced apartment,Entire home/apt,Real Bed,1,Sydney,Australia
22125894,LEAFY FLAT - QUIET & CENTRAL (TAI PING SHAN ST),Apartment,Entire home/apt,Real Bed,1,Hong Kong,Hong Kong
22130088,"Chambre à louer dans le plateau, près de tout.",Apartment,Private room,Real Bed,1,Montreal,Canada
2213067,RIO BY THE BEACH CONDO BARRA DA TIJUCA,Apartment,Entire home/apt,Real Bed,3,Rio De Janeiro,Brazil
22131624,Mong Kok旺角西洋菜南街舒適2人房5102,Boutique hotel,Private room,Real Bed,0,Hong Kong,Hong Kong
22134640,Sanat Hotel Pera  Boutique Hotel,Boutique hotel,Private room,Real Bed,2,Istanbul,Turkey
22139932,Harlem Oasis,Apartment,Private room,Real Bed,1,New York,United States
22144662,Spacious Studio with Private Roof,Apartment,Entire home/apt,Real Bed,0,New York,United States
22145240,Mong Kok 西洋菜南街舒適3人房 5106,Pension (South Korea),Entire home/apt,Real Bed,0,Hong Kong,Hong Kong
22145277,Cozy trendy appartement,Apartment,Private room,Real Bed,1,Montreal,Canada
22148252,Delightful Downtown with View★Parking★Jacuzzi★Pool,Apartment,Entire home/apt,Real Bed,1,Oahu,United States
22153101,Darling Point,Apartment,Entire home/apt,Real Bed,2,Sydney,Australia
22155071,Perfect Location! QUIET ROOM just off LA RAMBLA,Apartment,Private room,Real Bed,1,Barcelona,Spain
22161352,Comfy & quiet 1 BR - East Williamsburg,Apartment,Entire home/apt,Real Bed,1,New York,United States
22164073,Entire Sunny Brooklyn Apt for Art & Cat-Lovers!,Apartment,Entire home/apt,Real Bed,1,New York,United States
2216470,Comfortable Room,House,Private room,Real Bed,1,New York,United States
22165464,"Entertainers Delight, Heart of Crows Nest ALEX2",Apartment,Entire home/apt,Real Bed,2,Sydney,Australia
22172210,APARTAMENTO INTEIRO PARA O RÉVEILLON!,Apartment,Entire home/apt,Real Bed,2,Rio De Janeiro,Brazil
22175297,Incredibly cozy room close to Manhatan,Apartment,Private room,Real Bed,1,New York,United States
22179180,5 ★★★★★ Gorgeous suite only 1 block from subway!,House,Entire home/apt,Real Bed,2,New York,United States
22180812,"Cozy flat in Bondi beach, 3 min walking to beach",Apartment,Private room,Real Bed,1,Sydney,Australia
22180943,CWB Room available near Time Square (C1d),Apartment,Private room,Real Bed,1,Hong Kong,Hong Kong
22182168,Private bedroom in family home,Apartment,Private room,Real Bed,1,Sydney,Australia
22182637,Lovely Apartment in the heart of Barcelona.,Apartment,Entire home/apt,Real Bed,1,Barcelona,Spain
22188738,Póvoa City Center Apartment,Apartment,Entire home/apt,Real Bed,2,Porto,Portugal
22191831,Spacious Apartment in Historic Harlem!,Apartment,Private room,Real Bed,1,New York,United States
22192465,Charming apartment – Close to Subway & Mall,Apartment,Entire home/apt,Real Bed,2,Montreal,Canada
22196878,Bright Beach side 1 Bedroom Apartment,Apartment,Entire home/apt,Real Bed,2,Sydney,Australia
22198157,Tranquil beach home with pool & ocean glimpses,House,Entire home/apt,Real Bed,4,Sydney,Australia
22199192,Century XIX Designer Flat with balcony,Apartment,Entire home/apt,Real Bed,1,Porto,Portugal
22199234,Remodeled penthouse in Gracia *Bcn*,Apartment,Entire home/apt,Real Bed,2,Barcelona,Spain
22200454,`LM 三個睡房的整间公寓,Condominium,Entire home/apt,Real Bed,3,Hong Kong,Hong Kong
22200645,Fully furnished apartment - Man Mo Temple,Apartment,Entire home/apt,Real Bed,1,Hong Kong,Hong Kong
22204642,1921 - AB Paral·lel Apartment A - Contemporary Penthouse with a Private Terrace,Apartment,Entire home/apt,Real Bed,3,Barcelona,Spain
22208993,Bright & spacious 1BR apartment with ocean views!,Apartment,Entire home/apt,Real Bed,1,Sydney,Australia
22210558,"""Hôtel"" room Frontenac metro, private & furnished",Apartment,Private room,Real Bed,1,Montreal,Canada
22210575,Affordable traveler's studio in the heart of HK,Apartment,Entire home/apt,Real Bed,1,Hong Kong,Hong Kong
22216525,Waterfront Apartment Maroubra Beach,Apartment,Entire home/apt,Real Bed,2,Sydney,Australia
22224705,Liiiving in Porto | Downtown Charm Apartment,Apartment,Entire home/apt,Real Bed,1,Porto,Portugal
22232299,Quarto de casal próximo ao aeroporto Galeão,House,Private room,Real Bed,1,Rio De Janeiro,Brazil
22232416,Luxury 3 Bedroom Apartment in Prime location,Apartment,Entire home/apt,Real Bed,3,Sydney,Australia
22261220,Private room in stylish loft in Surry Hills,Apartment,Private room,Real Bed,1,Sydney,Australia
22265304,Manly Haven- Best Location with carpark,Apartment,Entire home/apt,Real Bed,2,Sydney,Australia
22265826,Cozy house in the heart of Surry Hills,Townhouse,Private room,Real Bed,1,Sydney,Australia
22265832,Chambre privée - Plateau Mont-Royal,Apartment,Private room,Real Bed,1,Montreal,Canada
22266125,Omar do Rio - A1206,Apartment,Entire home/apt,Real Bed,0,Rio De Janeiro,Brazil
22268452,Small sunroom. Sydney Harbour at your doorstep,Apartment,Private room,Real Bed,1,Sydney,Australia
22269344,Luxurious One Bedroom Apartment in Kings Cross,Apartment,Entire home/apt,Real Bed,1,Sydney,Australia
22277833,合家歡樂同住喜｡,Other,Shared room,Real Bed,1,Hong Kong,Hong Kong
22282797,Water-view 5-star living,Condominium,Private room,Real Bed,1,Sydney,Australia
2228741,Large Private Studio w/Full Kitchen,Bed and breakfast,Private room,Real Bed,1,Oahu,United States
22287612,"Historic Rio, Samba City and Olympic Rio",Apartment,Private room,Real Bed,0,Rio De Janeiro,Brazil
2228863,Midlevels apt with an amazing view,Apartment,Entire home/apt,Real Bed,1,Hong Kong,Hong Kong
22295090,Little Manly retreat,Apartment,Entire home/apt,Real Bed,2,Sydney,Australia
22295354,Studio32 - Brand New & Self Contained,Guest suite,Entire home/apt,Real Bed,0,Sydney,Australia
22295401,Artist Studio,Apartment,Entire home/apt,Real Bed,0,Sydney,Australia
22295843,One Bed available in Bondi for Chrismas!!!,Apartment,Shared room,Real Bed,1,Sydney,Australia
22296970,Single room with private balcony close to CBD,House,Private room,Real Bed,1,Sydney,Australia
22297561,Scandinavian Styled 1BR Flat with Natural Light.,Guest suite,Entire home/apt,Real Bed,0,Sydney,Australia
22304343,Double Bay Apartment with Stunning Harbour Views,Apartment,Entire home/apt,Real Bed,3,Sydney,Australia
22307086,Lovely room in a charming Surry Hills terrasse,House,Private room,Real Bed,1,Sydney,Australia
22308267,Waterside appartments in Rhodes,Apartment,Private room,Real Bed,1,Sydney,Australia
22308786,Take a Coastal Walk from a Stylish Flat,Apartment,Entire home/apt,Real Bed,2,Sydney,Australia
2231059,Bonito y cómodo loft en el centro,Apartment,Entire home/apt,Real Bed,1,Barcelona,Spain
223200,Apart-Hotel Triplex Praia Flamengo,Condominium,Entire home/apt,Real Bed,2,Rio De Janeiro,Brazil
22322057,⭐❤2BR BIG HOME-MAX 7GUESTS-MONG KOK MTR 旺角地鐵兩房一廳❤⭐,Apartment,Entire home/apt,Real Bed,2,Hong Kong,Hong Kong
22323221,Private centrally located self contained apartment,Apartment,Entire home/apt,Real Bed,1,Sydney,Australia
22335017,Experience the Sydneysider lifestyle!,House,Private room,Real Bed,1,Sydney,Australia
22336599,Large loft in Old Montreal,Loft,Entire home/apt,Real Bed,1,Montreal,Canada
22336644,Suitable place for ERASMUS students (Mecidiyeköy),Apartment,Private room,Real Bed,1,Istanbul,Turkey
22337456,Modern and Comfortable one bedroom apartment zmv,Apartment,Entire home/apt,Real Bed,1,Sydney,Australia
22339946,Private Room with perfect location in Bostanci,Apartment,Private room,Real Bed,1,Istanbul,Turkey
22341528,Luxury Sydney Escape,Apartment,Entire home/apt,Real Bed,0,Sydney,Australia
22343897,Light-filled room in Newtown beautiful terrace,House,Private room,Real Bed,1,Sydney,Australia
22344471,Palm Beach Penthouse by Contemporary Hotels,Apartment,Entire home/apt,Real Bed,2,Sydney,Australia
22346270,The Geraniums,Guest suite,Private room,Real Bed,1,Sydney,Australia
22362074,fun place,Hostel,Shared room,Real Bed,1,Montreal,Canada
22362742,Sydney City Pad,Apartment,Entire home/apt,Real Bed,1,Sydney,Australia
2236449,"Oceanfront View, Immaculate 2-BR/BA",Condominium,Entire home/apt,Real Bed,2,Maui,United States
22367184,Luxury Waterloo Apartment - Resort Style Living,Apartment,Entire home/apt,Real Bed,2,Sydney,Australia
22370001,PRETTY ROOM IN BARCELONA-A/C-NEAR PLAZA ESPAÑA,Apartment,Private room,Real Bed,1,Barcelona,Spain
22370331,Rattan,Apartment,Private room,Real Bed,1,Hong Kong,Hong Kong
22374646,Ribeira Trendy Apartment,Apartment,Entire home/apt,Real Bed,1,Porto,Portugal
22376372,Quite Family Retreat,Condominium,Entire home/apt,Real Bed,3,Montreal,Canada
22378312,Classic Inner City Hideaway,Apartment,Entire home/apt,Real Bed,2,Sydney,Australia
22382752,Doble room in the heart of BCN - Born,Apartment,Private room,Real Bed,0,Barcelona,Spain
22384305,COPACABANA DREAM,Apartment,Entire home/apt,Real Bed,0,Rio De Janeiro,Brazil
22385219,Sea View Ancient Chinese Style Two Rooms Suite,Apartment,Entire home/apt,Real Bed,2,Hong Kong,Hong Kong
223930,Lovely Apartment,Apartment,Entire home/apt,Real Bed,1,New York,United States
22396955,Pause_Oporto,House,Entire home/apt,Real Bed,3,Porto,Portugal
22410282,QUick NYE spotover,House,Private room,Real Bed,0,Sydney,Australia
22412815,"Work n Rest Free wifi Quiet, Family Fun Shops Cafe",House,Entire home/apt,Real Bed,3,Sydney,Australia
22420791,Apartamento no Recreio dos Bandeirantes,Apartment,Entire home/apt,Real Bed,1,Rio De Janeiro,Brazil
22452499,The Blue Room,House,Private room,Real Bed,1,Oahu,United States
22464989,Montréal en toute simplicité,Apartment,Entire home/apt,Real Bed,0,Montreal,Canada
22465071,Villa CL,Townhouse,Entire home/apt,Real Bed,3,Porto,Portugal
22479557,Salty Bungalow 1,Bungalow,Private room,Real Bed,1,Porto,Portugal
22496428,FUNCTIONAL APARTMENT - NEAR MONTREAL CITY CENTER,Apartment,Entire home/apt,Real Bed,2,Montreal,Canada
22499729,看林村河和吐露港海的房間,Apartment,Private room,Real Bed,2,Hong Kong,Hong Kong
22509800,Top location + Great Sydney Views 3 Beds Apartment,Apartment,Entire home/apt,Real Bed,2,Sydney,Australia
22519067,Ocean Condo @ Kuhio Shores #403,Condominium,Entire home/apt,Real Bed,1,Kauai,United States
22529830,Huge family apartment in the heart of the Plateau,Apartment,Entire home/apt,Real Bed,3,Montreal,Canada
22530493,"Drummoyne oasis, close to the bay",House,Entire home/apt,Real Bed,2,Sydney,Australia
22533268,"Room with a view Montreal, Net flix, HS WIFI.",Apartment,Entire home/apt,Real Bed,1,Montreal,Canada
2253500,Fantastic Soho/Tribeca Loft,Loft,Entire home/apt,Real Bed,1,New York,United States
22535144,Cozy studio in Sheung Wan/Central,Apartment,Entire home/apt,Real Bed,0,Hong Kong,Hong Kong
22536752,40 mins bus to city.close to big shopping mall.,Villa,Private room,Real Bed,1,Sydney,Australia
22536824,Fantastic Light Filled Room in Newtown,House,Private room,Real Bed,1,Sydney,Australia
22548261,"FLAT, PRAIA, BARRA DA TIJUCA, RESORT 5 ESTRELAS.",Serviced apartment,Entire home/apt,Real Bed,0,Rio De Janeiro,Brazil
2255549,New Studio in Heart of Chelsea,Apartment,Entire home/apt,Pull-out Sofa,0,New York,United States
22569026,Quarto 6pax,Bed and breakfast,Private room,Real Bed,1,Porto,Portugal
